overall,food,service,ambience,review
3,3,5,4,"Its a very nice place but just not a good value. For what it cost it should blow your mind and for me it just didn't. To be fair, its not really my kind of experience. That said, I have been to some highly rated and very pricey restaurants around DC. i.e. Bourboun Steak, Bond 45 and others and was much more satisfied. The service is top notch of course I will give it 5 stars there. But negatives were the seating is close quarters; we were sandwiched a foot away from tables on each side of us and more than once an obnoxious woman next to us jumped into our conversation univited.  Food was good but not mind blowing by any means. Not exactly what I expected for a dinner for 2 at about $750."
5,5,5,5,"Everything from valet service, to meal service, to quality... all excellent! Staff made us feel like family for our Easter gathering. The selection of menus provided excellent choices for each of us. The wine pairings were spot on 鈥攁nd each wine was described in detail, as were the menu items. I really love this place and will go back as often as I can!"
5,5,5,5,"Fantastic. This is a jewel.  It has been 20 years since our last visit. We decided it鈥檚 worth a visit a couple of times a year. On the way out we were greeted by Luray, the owners Dalmatian. What a treat."
5,5,5,5,"Truly deserves our 6hr drive from NY to enjoy the 5 course meal at The inn at Little Washington. Every service staff from the door man hold the umbrella when we got out of the car to our server and sommelier, and the manager who kindly gave us a kitchen tour are all fabulous. Food was fantastic, truly an amazing experience."
5,5,5,5,"The Inn is always consistent鈥攁mazing food, creative presentation, excellent service. Always lives up to our expectations and never disappoints."
5,5,5,5,"Cannot find a better location for comfort, ambiance, great food, and attentive staff.  Can't wait to return."
5,5,5,5,Worth the hype. Worth the money. Just do yourself a favor and go!
3,4,4,5,"Overall the food and experience was good. TLDR is, it's not worth the price, and DO NOT get the wine pairing. Wine pairing was $170/person. It didn't add anything to the dishes, and you only got 2.5 glasses. Getting a cocktail instead of the wine would have saved us at least $200, and would have had the same food experience. Not only did the wine not add to the food experience, but some were just bad. Some of the dishes were amazing, but for those prices I was expecting every dish to blow me away. Can get similar food/experience for 1/4th the price at nice D.C. restaurants. Portions were small, which is to be expected. But when the tasting menu works out to about $60/dish (before tax and tip) you expect more than one scallop."
5,5,5,5,"Simply outstanding.  Dining at The Inn at Little Washington is a life experience.  It's not for the shy of pallet nor wallet, but that should be expected for a restaurant with _three_ Michelin Stars. The service is exceptional and extremely accommodating; ask and it shall be provided.Plan for as much as three hours for your dining visit.  Lots of courses and many little extra offerings in between.  Dress your best and take your special person for the night of their life."
4,4,5,5,"Delicious and very good but not one of the best meals I鈥檝e ever had. Not necessarily worth the price we paid, but a great experience.  Worth it as a bucket list thing.  The ambience and the service were impeccable."
5,5,5,5,We went to celebrate my birthday.  Our server Dave made our experience awesome.  Food was amazing.
5,5,5,5,"Scott, behind  the bar made the evening. Made us feel welcomed. We were running 10 minutes late ( 8.00pm reservations).and called prior to that to let restaurant know we were running late and were told they would try to accommodate us if possible. Needed up at bar with full menus and fabulous service. Blessing in disguise."
5,5,5,5,Everything was great from appetizers to dessert. Joes never disappoints ! Service was great as well!
5,4,5,4,Great steaks great salads the sides could be improved
3,3,3,3,Food came out slow.  Waited 30-45 minutes for our food to come out.  It was a Busy Sat night.  Always had a good experience at Joes but this time the steaks were dry and tough and sides weren鈥檛 very appealing.  They have to do better Quality control.
5,5,5,5,Everything was so great. Food and service was amazing.
5,5,5,5,Have visited Joe鈥檚 on several occasions and we never have been disappointed.
5,5,5,5,Everything was great!
5,5,5,5,"Always top-notch food, ambiance and service!  My husband loves it for the stone crab.  I think they have the best crab bisque I've ever had.  Such a treat to go there!"
5,5,5,3,Our waitress was amazing
5,5,5,5,Wonderful food and service was outstanding!
5,5,5,5,I had the 12 oz. Filet and it ranks as one of the top 3 best steaks I've ever had in my life. Also the fried asparagus and mac n cheese were very good. We live 3 hours away but definitely will be back.
5,5,5,4,Service was great and so was the food. Joes never disappoints
5,5,5,5,"We dines at Joes approx. 4-5 times a yr, never had a bad experience. The food is great, the service is always excellent."
5,5,5,5,Couldn鈥檛 have been better.
5,5,5,5,"sooooo soooo fun, such a good meal , such good presentation and staff is the best. always premium, thanks joes!!!"
5,5,5,5,"We have been to Joe鈥檚 several times, always for special occasions. This time we celebrated our twins 40th Birthday. We always have a wonderful time with our children and their spouses, but our Special Server-Denice Storey brought our level of enjoyment to an exceptional place. I know it is her job to make your customers feel welcome, but she made us feel part of the Joe鈥檚 family. She recommended wonderful wines and sides to go with the meals we ordered. She brought us four amazing desserts to end our evening. We never felt rushed-we just enjoyed! Thank you so much for another special evening and thank you for having Denice as our server!!"
5,5,5,5,Fabulous dinner
5,4,5,4,"We had a wonderful experience.  Our server was excellent/plus, and although we4 pretty much stuck to our usual menu choices, everything was delicious.  We weren't given the table we had requested bc it was unavailable, but we sat at Table 10 and it was quiet and lovely.  We will add it to our list of preferred tables at Joes."
5,5,5,5,The food and service were second to none! Will be back!
5,5,5,5,Birthday celebration for my best friend and we wanted a fantastic meal. Joe鈥檚 staff was exquisite as was the food. Each bite was an experience.
